Chapter	FA Number	Functional Area	VARF Code	Legacy Code
210	3	Cardiology Support Area	CCD56	OPHM1
210	3	Cardiology Support Area	SB262	SRLW1
210	3	Cardiology Support Area	SB737	UCCL1
210	3	Cardiology Support Area	SB743	USCL1
210	3	Cardiology Support Area	SC007	RCA01
210	3	Cardiology Support Area	SRE01	SRE01
210	3	Cardiology Support Area	SRSE1	SRSE1
210	3	Cardiology Support Area	SV549	JANC1
210	4	Staff And Administrative Area	OPT16	CRA02
210	4	Staff And Administrative Area	SS205	OFA09
210	4	Staff And Administrative Area	SS212	WRCH1
210	4	Staff And Administrative Area	SS218	OFA07
210	4	Staff And Administrative Area	SS222	SEC01
210	4	Staff And Administrative Area	SS272	RPR01
210	4	Staff And Administrative Area	SV648	SRS01
210	4	Staff And Administrative Area	TLTU1	TLTU1
210	4	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
210	5	Education Area	RPT52	CLR01
210	5	Education Area	SS205	OFA09
210	5	Education Area	SS218	OFA07
210	5	Education Area	EDUCATION AREA	EQUIP_FA
212	1	Reception Area	RECP1	RECP1
212	1	Reception Area	SB003	WRC01
212	1	Reception Area	SC170	CLSC1
212	1	Reception Area	SC171	CLSC3
212	1	Reception Area	TLTF3	TLTF3
212	1	Reception Area	TLTU1	TLTU1
212	1	Reception Area	RECEPTION AREA	EQUIP_FA
212	2	Pulmonary Medicine / Respiratory Care Patient Area	CPL01	OPPF1
212	2	Pulmonary Medicine / Respiratory Care Patient Area	CPL02	OPPF2
212	2	Pulmonary Medicine / Respiratory Care Patient Area	CPL03	OPPF5
212	2	Pulmonary Medicine / Respiratory Care Patient Area	RSH12	TLTS2
212	2	Pulmonary Medicine / Respiratory Care Patient Area	SV422	OFDC2
212	2	Pulmonary Medicine / Respiratory Care Patient Area	TLTU1	TLTU1
212	2	Pulmonary Medicine / Respiratory Care Patient Area	PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA	EQUIP_FA
212	3	Bronchoscopy Patient Area	CPL11	TRPE2
212	3	Bronchoscopy Patient Area	SC902	CSSS1
212	3	Bronchoscopy Patient Area	TLTU1	TLTU1
212	3	Bronchoscopy Patient Area	BRONCHOSCOPY PATIENT AREA	EQUIP_FA
212	4	Sleep Study Patient Area	CPL21	OPPF6
212	4	Sleep Study Patient Area	CPL22	OPPF7
212	4	Sleep Study Patient Area	CPL23	OPPF8
212	4	Sleep Study Patient Area	NCWD2	NCWD2
212	4	Sleep Study Patient Area	RSH12	TLTS2
212	4	Sleep Study Patient Area	SC471	LCCL1
212	4	Sleep Study Patient Area	TLTU1	TLTU1
212	4	Sleep Study Patient Area	SLEEP STUDY PATIENT AREA	EQUIP_FA
212	5	Prep And Recovery Patient Area	CPL31	RRSS1
212	5	Prep And Recovery Patient Area	CPL32	RROP1
212	5	Prep And Recovery Patient Area	IMS44	NSTA3
212	5	Prep And Recovery Patient Area	MEDP1	MEDP1
212	5	Prep And Recovery Patient Area	SB262	SRLW1
212	5	Prep And Recovery Patient Area	SB737	UCCL1
212	5	Prep And Recovery Patient Area	SB743	USCL1
212	5	Prep And Recovery Patient Area	SC007	RCA01
212	5	Prep And Recovery Patient Area	SC471	LCCL1
212	5	Prep And Recovery Patient Area	SV381	NCWD4
212	5	Prep And Recovery Patient Area	SV549	JANC1
212	5	Prep And Recovery Patient Area	TLTU1	TLTU1
212	5	Prep And Recovery Patient Area	PREP AND RECOVERY PATIENT AREA	EQUIP_FA
212	6	Support Area	CPL41	OPRT1
212	6	Support Area	SB262	SRLW1
212	6	Support Area	SB737	UCCL1
212	6	Support Area	SC007	RCA01
212	6	Support Area	SRE01	SRE01
212	6	Support Area	SRGC2	SRGC2
212	6	Support Area	SRVE1	SRVE1
212	6	Support Area	SV549	JANC1
212	6	Support Area	SUPPORT AREA	EQUIP_FA
212	7	Staff And Administrative Area	SS205	OFA09
212	7	Staff And Administrative Area	SS218	OFA07
212	7	Staff And Administrative Area	SS222	SEC01
212	7	Staff And Administrative Area	SS262	SL001
212	7	Staff And Administrative Area	SS272	RPR01
212	7	Staff And Administrative Area	SS282	LR001
212	7	Staff And Administrative Area	TLTU1	TLTU1
212	7	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
212	8	Education Area	RPT52	CLR01
212	8	Education Area	SS205	OFA09
212	8	Education Area	SS218	OFA07
212	8	Education Area	EDUCATION AREA	EQUIP_FA
214	1	Medical Service Area	SS205	OFA09
214	1	Medical Service Area	SS218	OFA07
214	1	Medical Service Area	SV422	OFDC2
214	1	Medical Service Area	SV648	SRS01
214	1	Medical Service Area	TLTU1	TLTU1
214	1	Medical Service Area	DERMATOLOGY SERVICE AREA	EQUIP_FA
214	1	Medical Service Area	ENDOCRINOLOGY AREA	EQUIP_FA
214	1	Medical Service Area	GERIATRICS HOME BASED PRIMARY CARE (HBPC) AREA	EQUIP_FA
214	1	Medical Service Area	HOMELESS / COMPENSATED WORK THERAPY (CWT) AREA	EQUIP_FA
214	1	Medical Service Area	HOSPITAL MEDICINE AREA	EQUIP_FA
214	1	Medical Service Area	INFECTIOUS DISEASES AREA	EQUIP_FA
214	1	Medical Service Area	MEDICAL SERVICE AREA	EQUIP_FA
214	1	Medical Service Area	NEUROLOGY SERVICE AREA	EQUIP_FA
214	1	Medical Service Area	ONCOLOGY SERVICE AREA	EQUIP_FA
214	1	Medical Service Area	RHEUMATOLOGY AREA	EQUIP_FA
214	2	Hospital Medicine Area	SS205	OFA09
214	2	Hospital Medicine Area	SS218	OFA07
214	2	Hospital Medicine Area	SV422	OFDC2
214	2	Hospital Medicine Area	SV648	SRS01
214	2	Hospital Medicine Area	TLTU1	TLTU1
214	3	Endocrinology Area	SS205	OFA09
214	3	Endocrinology Area	SS218	OFA07
214	3	Endocrinology Area	SV422	OFDC2
214	3	Endocrinology Area	SV648	SRS01
214	3	Endocrinology Area	TLTU1	TLTU1
214	4	Rheumatology Area	SS205	OFA09
214	4	Rheumatology Area	SS218	OFA07
214	4	Rheumatology Area	SV422	OFDC2
214	4	Rheumatology Area	SV648	SRS01
214	4	Rheumatology Area	TLTU1	TLTU1
214	5	Infectious Diseases Area	SS205	OFA09
214	5	Infectious Diseases Area	SS218	OFA07
214	5	Infectious Diseases Area	SV422	OFDC2
214	5	Infectious Diseases Area	SV648	SRS01
214	5	Infectious Diseases Area	TLTU1	TLTU1
214	6	Homeless / Compensated Work Therapy (Cwt) Area	SS205	OFA09
214	6	Homeless / Compensated Work Therapy (Cwt) Area	SS218	OFA07
214	6	Homeless / Compensated Work Therapy (Cwt) Area	SV422	OFDC2
214	6	Homeless / Compensated Work Therapy (Cwt) Area	SV648	SRS01
214	6	Homeless / Compensated Work Therapy (Cwt) Area	TLTU1	TLTU1
214	7	Neurology Service Area	SS205	OFA09
214	7	Neurology Service Area	SS218	OFA07
214	7	Neurology Service Area	SV422	OFDC2
214	7	Neurology Service Area	SV648	SRS01
214	7	Neurology Service Area	TLTU1	TLTU1
214	8	Dermatology Service Area	SS205	OFA09
214	8	Dermatology Service Area	SS218	OFA07
214	8	Dermatology Service Area	SV422	OFDC2
214	8	Dermatology Service Area	SV648	SRS01
214	8	Dermatology Service Area	TLTU1	TLTU1
214	9	Geriatrics Home Based Primary Care (Hbpc) Area	SS205	OFA09
214	9	Geriatrics Home Based Primary Care (Hbpc) Area	SS218	OFA07
214	9	Geriatrics Home Based Primary Care (Hbpc) Area	SV422	OFDC2
214	9	Geriatrics Home Based Primary Care (Hbpc) Area	SV648	SRS01
214	9	Geriatrics Home Based Primary Care (Hbpc) Area	TLTU1	TLTU1
214	10	Oncology Service Area	SS205	OFA09
214	10	Oncology Service Area	SS218	OFA07
214	10	Oncology Service Area	SV422	OFDC2
214	10	Oncology Service Area	SV648	SRS01
214	10	Oncology Service Area	TLTU1	TLTU1
218	1	Staff And Administrative Area	SS203	OFA04
218	1	Staff And Administrative Area	SS218	OFA07
218	1	Staff And Administrative Area	SS222	SEC01
218	1	Staff And Administrative Area	SV648	SRS01
218	1	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
218	2	Support Area	SUPPORT AREA	EQUIP_FA
220	1	Lobby And Teller Area	SB117	LOB01
220	1	Lobby And Teller Area	SV131	BF001
220	1	Lobby And Teller Area	SV696	CASH1
220	1	Lobby And Teller Area	LOBBY AND TELLER AREA	EQUIP_FA
220	2	Staff And Administrative Area	SS205	OFA09
220	2	Staff And Administrative Area	SS218	OFA07
220	2	Staff And Administrative Area	SS268	RPR03
220	2	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
220	3	Support Area	SRSE1	SRSE1
220	3	Support Area	SV141	SSV01
220	3	Support Area	TLTU1	TLTU1
220	3	Support Area	SUPPORT AREA	EQUIP_FA
222	1	Reception Area	SC148	CALC1
222	2	Dental Treatment Patient Area	RECP1	RECP1
222	2	Dental Treatment Patient Area	RECP4	RECP4
222	2	Dental Treatment Patient Area	SB003	WRC01
222	2	Dental Treatment Patient Area	SB262	SRLW1
222	2	Dental Treatment Patient Area	SC172	CLSC2
222	2	Dental Treatment Patient Area	SS091	PLAY1
222	2	Dental Treatment Patient Area	TLTU1	TLTU1
222	2	Dental Treatment Patient Area	RECEPTION AREA	EQUIP_FA
222	3	Dental Surgery Suite Patient Area	CDS03	DNXS1
222	3	Dental Surgery Suite Patient Area	CDS05	DNXC1
222	3	Dental Surgery Suite Patient Area	CDS06	DNXC2
222	3	Dental Surgery Suite Patient Area	CDS11	DNTG1
222	3	Dental Surgery Suite Patient Area	CDS13	DNTG5
222	3	Dental Surgery Suite Patient Area	CDS15	DNTE1
222	3	Dental Surgery Suite Patient Area	CRT82	XVC01
222	3	Dental Surgery Suite Patient Area	DNSC3	DNSC3
222	3	Dental Surgery Suite Patient Area	MEDP1	MEDP1
222	3	Dental Surgery Suite Patient Area	OPT17	WRTM2
222	3	Dental Surgery Suite Patient Area	SB002	WRC03
222	3	Dental Surgery Suite Patient Area	SB737	UCCL1
222	3	Dental Surgery Suite Patient Area	SC007	RCA01
222	3	Dental Surgery Suite Patient Area	SRE01	SRE01
222	3	Dental Surgery Suite Patient Area	SV422	OFDC2
222	3	Dental Surgery Suite Patient Area	SV648	SRS01
222	3	Dental Surgery Suite Patient Area	TLTU1	TLTU1
222	3	Dental Surgery Suite Patient Area	WRTM1	WRTM1
222	3	Dental Surgery Suite Patient Area	DENTAL TREATMENT PATIENT AREA	EQUIP_FA
222	4	Dental Laboratories	CDS41	DNTR1
222	4	Dental Laboratories	CDS47	DNTS1
222	4	Dental Laboratories	LCSL2	LCSL2
222	4	Dental Laboratories	SB002	WRC03
222	4	Dental Laboratories	SB737	UCCL1
222	4	Dental Laboratories	SB743	USCL1
222	4	Dental Laboratories	SC007	RCA01
222	4	Dental Laboratories	SC010	RCA04
222	4	Dental Laboratories	SC199	ORSA1
222	4	Dental Laboratories	SC471	LCCL1
222	4	Dental Laboratories	SRE01	SRE01
222	4	Dental Laboratories	SS212	WRCH1
222	4	Dental Laboratories	TLTU1	TLTU1
222	4	Dental Laboratories	DENTAL SURGERY SUITE PATIENT AREA	EQUIP_FA
222	5	Support Area	CDS51	DNPL1
222	5	Support Area	CDS61	DNPC1
222	5	Support Area	CDS63	DNPL5
222	5	Support Area	CDS65	DNPL6
222	5	Support Area	CDS67	DNPL7
222	5	Support Area	CDS69	DNPL8
222	5	Support Area	CDS71	DNPL9
222	5	Support Area	CDS73	DNSR2
222	5	Support Area	CDS92	DNMP1
222	5	Support Area	DNMS1	DNMS1
222	5	Support Area	SRSE1	SRSE1
222	5	Support Area	SSS01	SSS01
222	5	Support Area	SV648	SRS01
222	5	Support Area	DENTAL LABORATORIES	EQUIP_FA
222	6	Staff And Administrative Area	CDS94	DNSR1
222	6	Staff And Administrative Area	CDS95	MECH1
222	6	Staff And Administrative Area	COMC1	COMC1
222	6	Staff And Administrative Area	SB262	SRLW1
222	6	Staff And Administrative Area	SB737	UCCL1
222	6	Staff And Administrative Area	SB743	USCL1
222	6	Staff And Administrative Area	SC007	RCA01
222	6	Staff And Administrative Area	SC013	RCA05
222	6	Staff And Administrative Area	SRGC2	SRGC2
222	6	Staff And Administrative Area	SS218	OFA07
222	6	Staff And Administrative Area	SV549	JANC1
222	6	Staff And Administrative Area	EDUCATION AREA	EQUIP_FA
222	6	Staff And Administrative Area	SUPPORT AREA	EQUIP_FA
222	7	Education Area	SC195	FILE1
222	7	Education Area	SC648	CRA01
222	7	Education Area	SS205	OFA09
222	7	Education Area	SS218	OFA07
222	7	Education Area	SS241	LR002
222	7	Education Area	SS262	SL001
222	7	Education Area	SS272	RPR01
222	7	Education Area	TLTS1	TLTS1
222	7	Education Area	TLTU1	TLTU1
222	7	Education Area	WRTM1	WRTM1
222	7	Education Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
226	1	Reception Area	RECP1	RECP1
226	1	Reception Area	RECP4	RECP4
226	1	Reception Area	SB003	WRC01
226	1	Reception Area	SC170	CLSC1
226	1	Reception Area	SC171	CLSC3
226	1	Reception Area	TLTF3	TLTF3
226	1	Reception Area	TLTU1	TLTU1
226	1	Reception Area	RECEPTION AREA	EQUIP_FA
226	2	Patient Area	CEE01	OPEE1
226	2	Patient Area	CEE06	EXRE2
226	2	Patient Area	CPL23	OPPF8
226	2	Patient Area	TLTU1	TLTU1
226	2	Patient Area	PATIENT AREA	EQUIP_FA
226	3	Support Area	CRT82	XVC01
226	3	Support Area	LCCL3	LCCL3
226	3	Support Area	OPEE2	OPEE2
226	3	Support Area	SB262	SRLW1
226	3	Support Area	SB737	UCCL1
226	3	Support Area	SB743	USCL1
226	3	Support Area	SC007	RCA01
226	3	Support Area	SRE01	SRE01
226	3	Support Area	SV549	JANC1
226	3	Support Area	SUPPORT AREA	EQUIP_FA
226	4	Staff Amd Administrative Area	SS205	OFA09
226	4	Staff Amd Administrative Area	SS218	OFA07
226	4	Staff Amd Administrative Area	SS241	LR002
226	4	Staff Amd Administrative Area	SS262	SL001
226	4	Staff Amd Administrative Area	TLTU1	TLTU1
226	4	Staff Amd Administrative Area	STAFF AMD ADMINISTRATIVE AREA	EQUIP_FA
226	5	Education Area	RPT52	CLR01
226	5	Education Area	EDUCATION AREA	EQUIP_FA
230	1	Reception Area	RECP1	RECP1
230	1	Reception Area	SB003	WRC01
230	1	Reception Area	TLTU1	TLTU1
230	2	Administrative And Operations Area	OPT16	CRA02
230	2	Administrative And Operations Area	SS205	OFA09
230	2	Administrative And Operations Area	SS218	OFA07
230	2	Administrative And Operations Area	SS262	SL001
230	2	Administrative And Operations Area	SS282	LR001
230	2	Administrative And Operations Area	TLTU1	TLTU1
230	2	Administrative And Operations Area	XXYYC	XXYYC
230	2	Administrative And Operations Area	XXYYZ	XXYYZ
230	2	Administrative And Operations Area	ADMINISTRATIVE AND OPERATIONS AREA	EQUIP_FA
230	2	Administrative And Operations Area	INTERIOR DESIGN (ID) AREA	EQUIP_FA
230	2	Administrative And Operations Area	SHOP SUPPORT AREA	EQUIP_FA
230	3	Engineering Control Center	XXYYC	XXYYC
230	4	Interior Design (ID) Area	SB318	BMRA1
230	4	Interior Design (ID) Area	SB321	BMER1
230	4	Interior Design (ID) Area	SRE01	SRE01
230	4	Interior Design (ID) Area	SS218	OFA07
230	4	Interior Design (ID) Area	BIOMEDICAL ENGINEERING REPAIR SHOP	EQUIP_FA
230	5	Biomedical Engineering Repair Shop	PMCW1	PMCW1
230	5	Biomedical Engineering Repair Shop	SB287	SRHM1
230	5	Biomedical Engineering Repair Shop	SRE01	SRE01
230	5	Biomedical Engineering Repair Shop	SV549	JANC1
230	5	Biomedical Engineering Repair Shop	XXYYC	XXYYC
230	5	Biomedical Engineering Repair Shop	ENGINEERING CONTROL CENTER	EQUIP_FA
230	6	Shop Area	RECEPTION AREA	EQUIP_FA
230	7	Shop Support Area	SHOP AREA	EQUIP_FA
232	1	Customer Area	RECP1	RECP1
232	1	Customer Area	SB003	WRC01
232	1	Customer Area	TLTU1	TLTU1
232	2	Equipment Area	FMAE1	FMAE1
232	2	Equipment Area	FMPE1	FMPE1
232	2	Equipment Area	ITAC1	ITAC1
232	2	Equipment Area	ITAD1	ITAD1
232	2	Equipment Area	ITAE1	ITAE1
232	2	Equipment Area	ITBU1	ITBU1
232	2	Equipment Area	ITNT1	ITNT1
232	2	Equipment Area	ITPE1	ITPE1
232	2	Equipment Area	TEDP1	TEDP1
232	2	Equipment Area	TEIP1	TEIP1
232	3	Staff Area	ITBD1	ITBD1
232	3	Staff Area	ITRD1	ITRD1
232	3	Staff Area	ITWR1	ITWR1
232	3	Staff Area	SRE01	SRE01
232	4	Telecom Support Area	SC391	TETR1
232	4	Telecom Support Area	SC393	TEDR1
232	4	Telecom Support Area	SC675	TEEQ1
232	4	Telecom Support Area	SS262	SL001
232	4	Telecom Support Area	TEOR1	TEOR1
232	4	Telecom Support Area	TLTU1	TLTU1
232	5	Building Support Area	CLR03	CLR03
232	5	Building Support Area	SC648	CRA01
232	5	Building Support Area	SS205	OFA09
232	5	Building Support Area	SS212	WRCH1
232	5	Building Support Area	SS218	OFA07
232	5	Building Support Area	SS262	SL001
232	5	Building Support Area	SS272	RPR01
232	5	Building Support Area	SS282	LR001
232	5	Building Support Area	SV549	JANC1
232	5	Building Support Area	SV648	SRS01
232	5	Building Support Area	TLTU1	TLTU1
232	6	Remote Area		
233	1	Ophthalmology Service Reception Area	RECP1	RECP1
233	1	Ophthalmology Service Reception Area	SB003	WRC01
233	1	Ophthalmology Service Reception Area	TLTU1	TLTU1
233	1	Ophthalmology Service Reception Area	OPHTHALMOLOGY SERVICE RECEPTION AREA	EQUIP_FA
233	1	Ophthalmology Service Reception Area	OPTOMETRY SERVICE RECEPTION AREA	EQUIP_FA
233	2	Ophthalmology Service Patient Area	CEY91	EYFD1
233	2	Ophthalmology Service Patient Area	CRT21	XDUS1
233	2	Ophthalmology Service Patient Area	EYCL1	EYCL1
233	2	Ophthalmology Service Patient Area	EYER1	EYER1
233	2	Ophthalmology Service Patient Area	EYOT2	EYOT2
233	2	Ophthalmology Service Patient Area	EYVF1	EYVF1
233	2	Ophthalmology Service Patient Area	EYVS1	EYVS1
233	2	Ophthalmology Service Patient Area	SB003	WRC01
233	2	Ophthalmology Service Patient Area	TREY2	TREY2
233	2	Ophthalmology Service Patient Area	OPTICAL FITTING AREA	EQUIP_FA
233	3	Ophthalmology Service Support Area	MEDP1	MEDP1
233	3	Ophthalmology Service Support Area	SB262	SRLW1
233	3	Ophthalmology Service Support Area	SB737	UCCL1
233	3	Ophthalmology Service Support Area	SB743	USCL1
233	3	Ophthalmology Service Support Area	SC007	RCA01
233	3	Ophthalmology Service Support Area	SRE01	SRE01
233	3	Ophthalmology Service Support Area	SV549	JANC1
233	3	Ophthalmology Service Support Area	SV648	SRS01
233	3	Ophthalmology Service Support Area	OPHTHALMOLOGY SERVICE SUPPORT AREA	EQUIP_FA
233	3	Ophthalmology Service Support Area	OPTOMETRY SERVICE SUPPORT AREA	EQUIP_FA
233	4	Ophthalmology Service Staff And Administrative Area	CRT82	XVC01
233	4	Ophthalmology Service Staff And Administrative Area	RECP3	RECP3
233	4	Ophthalmology Service Staff And Administrative Area	SC648	CRA01
233	4	Ophthalmology Service Staff And Administrative Area	SRE01	SRE01
233	4	Ophthalmology Service Staff And Administrative Area	SS203	OFA04
233	4	Ophthalmology Service Staff And Administrative Area	SS205	OFA09
233	4	Ophthalmology Service Staff And Administrative Area	SS212	WRCH1
233	4	Ophthalmology Service Staff And Administrative Area	SS218	OFA07
233	4	Ophthalmology Service Staff And Administrative Area	SS222	SEC01
233	4	Ophthalmology Service Staff And Administrative Area	SS262	SL001
233	4	Ophthalmology Service Staff And Administrative Area	SS282	LR001
233	4	Ophthalmology Service Staff And Administrative Area	TLTU1	TLTU1
233	4	Ophthalmology Service Staff And Administrative Area	OPHTHALMOLOGY SERVICE STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
233	4	Ophthalmology Service Staff And Administrative Area	OPTOMETRY SERVICE STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
233	5	Ophthalmology Service Education Area	OPT16	CRA02
233	5	Ophthalmology Service Education Area	SS205	OFA09
233	5	Ophthalmology Service Education Area	OPHTHALMOLOGY SERVICE EDUCATION AREA	EQUIP_FA
233	6	Optometry Service Reception Area	OPHTHALMOLOGY SERVICE PATIENT AREA	EQUIP_FA
233	7	Optometry Service Patient Area	OPTOMETRY SERVICE EDUCATION AREA	EQUIP_FA
233	8	Optometry Service Support Area	OPTOMETRY SERVICE PATIENT AREA	EQUIP_FA
233	9	Optometry Service Staff And Administrative Area	CRT82	XVC01
233	9	Optometry Service Staff And Administrative Area	RECP3	RECP3
233	9	Optometry Service Staff And Administrative Area	SC648	CRA01
233	9	Optometry Service Staff And Administrative Area	SRE01	SRE01
233	9	Optometry Service Staff And Administrative Area	SS203	OFA04
233	9	Optometry Service Staff And Administrative Area	SS205	OFA09
233	9	Optometry Service Staff And Administrative Area	SS212	WRCH1
233	9	Optometry Service Staff And Administrative Area	SS218	OFA07
233	9	Optometry Service Staff And Administrative Area	SS222	SEC01
233	9	Optometry Service Staff And Administrative Area	SS262	SL001
233	9	Optometry Service Staff And Administrative Area	SS282	LR001
233	9	Optometry Service Staff And Administrative Area	TLTU1	TLTU1
233	9	Optometry Service Staff And Administrative Area	OPHTHALMOLOGY SERVICE STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
233	9	Optometry Service Staff And Administrative Area	OPTOMETRY SERVICE STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
233	10	Optometry Service Education Area	OPT16	CRA02
233	10	Optometry Service Education Area	SS205	OFA09
233	10	Optometry Service Education Area	OPTOMETRY SERVICE EDUCATION AREA	EQUIP_FA
233	11	Optical Fitting Area		
234	1	Reception Area	SB003	WRC01
234	1	Reception Area	TLTU1	TLTU1
234	1	Reception Area	RECEPTION AREA	EQUIP_FA
234	2	Staff And Administrative Area	RECP1	RECP1
234	2	Staff And Administrative Area	SS205	OFA09
234	2	Staff And Administrative Area	SS218	OFA07
234	2	Staff And Administrative Area	SV696	CASH1
234	2	Staff And Administrative Area	TLTU1	TLTU1
234	2	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
234	3	Support Area	SC195	FILE1
234	3	Support Area	SV648	SRS01
234	3	Support Area	SUPPORT AREA	EQUIP_FA
238	1	Reception Area	SB003	WRC01
238	1	Reception Area	RECEPTION AREA	EQUIP_FA
238	2	Staff And Admininstrative Area	SC195	FILE1
238	2	Staff And Admininstrative Area	SC648	CRA01
238	2	Staff And Admininstrative Area	SS205	OFA09
238	2	Staff And Admininstrative Area	SS207	OFA11
238	2	Staff And Admininstrative Area	SS208	OFA12
238	2	Staff And Admininstrative Area	SS218	OFA07
238	2	Staff And Admininstrative Area	SS222	SEC01
238	2	Staff And Admininstrative Area	TLTU1	TLTU1
238	2	Staff And Admininstrative Area	STAFF AND ADMININSTRATIVE AREA	EQUIP_FA
238	3	Support Area	SC164	IPK01
238	3	Support Area	SV549	JANC1
238	3	Support Area	SUPPORT AREA	EQUIP_FA
240	1	Patient Specimen Collection Area	CL101	LBBD1
240	1	Patient Specimen Collection Area	RECP1	RECP1
240	1	Patient Specimen Collection Area	SB003	WRC01
240	1	Patient Specimen Collection Area	TLTU1	TLTU1
240	1	Patient Specimen Collection Area	PATIENT SPECIMEN COLLECTION AREA	EQUIP_FA
240	2	Core Laboratory Work Area	CL823	LBBD2
240	2	Core Laboratory Work Area	XXYYC	XXYYC
240	3	Clinical Pathology Work Area	CL201	LMCH3
240	3	Clinical Pathology Work Area	CL211	LMCH4
240	3	Clinical Pathology Work Area	CL221	LBRI1
240	3	Clinical Pathology Work Area	CL226	LMU03
240	3	Clinical Pathology Work Area	CL241	LMHI3
240	3	Clinical Pathology Work Area	CL251	LMBB2
240	3	Clinical Pathology Work Area	CL261	LMBB3
240	3	Clinical Pathology Work Area	CL266	LMBB1
240	3	Clinical Pathology Work Area	CL276	LMM03
240	3	Clinical Pathology Work Area	CL281	LMM02
240	3	Clinical Pathology Work Area	CL861	LMHC1
240	3	Clinical Pathology Work Area	XXYYC	XXYYC
240	3	Clinical Pathology Work Area	CLINICAL PATHOLOGY WORK AREA	EQUIP_FA
240	4	Molecular Testing Suite	CL301	LMML2
240	4	Molecular Testing Suite	CL306	LMML3
240	4	Molecular Testing Suite	CL311	LMML4
240	4	Molecular Testing Suite	XXYYC	XXYYC
240	4	Molecular Testing Suite	MOLECULAR TESTING SUITE	EQUIP_FA
240	5	Anatomical Pathology Work Area	CL401	LMHS2
240	5	Anatomical Pathology Work Area	CL421	LMCY3
240	5	Anatomical Pathology Work Area	CL861	LMHC1
240	5	Anatomical Pathology Work Area	SRL01	SRL01
240	5	Anatomical Pathology Work Area	XXYYC	XXYYC
240	5	Anatomical Pathology Work Area	ANATOMICAL PATHOLOGY WORK AREA	EQUIP_FA
240	6	Electron Microscopy Suite	CL501	LBEM2
240	6	Electron Microscopy Suite	CL521	LBEM3
240	6	Electron Microscopy Suite	XXYYC	XXYYC
240	6	Electron Microscopy Suite	ELECTRON MICROSCOPY SUITE	EQUIP_FA
240	7	Autopsy Suite	CL601	LBAR1
240	7	Autopsy Suite	CL621	LBMR1
240	7	Autopsy Suite	CL631	LBTS1
240	7	Autopsy Suite	SS241	LR002
240	7	Autopsy Suite	SV549	JANC1
240	7	Autopsy Suite	TLTS1	TLTS1
240	7	Autopsy Suite	XXYYC	XXYYC
240	7	Autopsy Suite	AUTOPSY SUITE	EQUIP_FA
240	8	Support Area	CSSS2	CSSS2
240	8	Support Area	SRGC2	SRGC2
240	8	Support Area	SRR01	SRR01
240	8	Support Area	SV549	JANC1
240	8	Support Area	SV648	SRS01
240	9	Staff And Administrative Area	SC648	CRA01
240	9	Staff And Administrative Area	SS205	OFA09
240	9	Staff And Administrative Area	SS218	OFA07
240	9	Staff And Administrative Area	SS222	SEC01
240	9	Staff And Administrative Area	SS262	SL001
240	9	Staff And Administrative Area	SS282	LR001
240	9	Staff And Administrative Area	TLTU1	TLTU1
240	9	Staff And Administrative Area	XXYYC	XXYYC
240	9	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
240	10	Education Area	CL811	LIBB1
240	10	Education Area	OPT16	CRA02
240	10	Education Area	SS218	OFA07
240	10	Education Area	EDUCATION AREA	EQUIP_FA
244	1	Lobby Area	RECP1	RECP1
244	1	Lobby Area	SB117	LOB01
244	1	Lobby Area	SB121	LOB03
244	1	Lobby Area	SB122	LOB04
244	1	Lobby Area	SB159	TLTF2
244	1	Lobby Area	SB262	SRLW1
244	1	Lobby Area	SS218	OFA07
244	1	Lobby Area	TLTM2	TLTM2
244	1	Lobby Area	LOBBY AREA	EQUIP_FA
246	1	Office Of The Chief	OPT16	CRA02
246	1	Office Of The Chief	SS205	OFA09
246	1	Office Of The Chief	SS218	OFA07
246	1	Office Of The Chief	SS222	SEC01
246	1	Office Of The Chief	SV648	SRS01
246	1	Office Of The Chief	TLTU1	TLTU1
246	1	Office Of The Chief	FEE SERVICES (FS) SECTION	EQUIP_FA
246	1	Office Of The Chief	HEALTH INFORMATION MANAGEMENT SECTION (HIMS)	EQUIP_FA
246	1	Office Of The Chief	OFFICE OF THE CHIEF	EQUIP_FA
246	1	Office Of The Chief	WARD ADMINISTRATION SECTION (WAS)	EQUIP_FA
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	REC01	REC01
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SB003	WRC01
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SRPB2	SRPB2
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SS203	OFA04
