Chapter	FA Number	Functional Area	VARF Code	Legacy Code
208	1	Reception Area	TLTU1	TLTU1
208	2	Worship Area	RABS1	RABS1
208	2	Worship Area	RAS01	RAS01
208	2	Worship Area	SV064	RAMR1
208	3	Staff and Administrative Area	SS203	OFA04
208	3	Staff and Administrative Area	SS218	OFA07
208	3	Staff and Administrative Area	SS222	SEC01
208	3	Staff and Administrative Area	SV422	OFDC2
208	3	Staff and Administrative Area	SV648	SRS01
208	4	Support Area	SV549	JANC1
208	4	Support Area	SV648	SRS01
208	5	Education Area	RPT52	CLR01
210	1	Reception Area	RECP1	RECP1
210	1	Reception Area	RECP4	RECP4
210	1	Reception Area	SB003	WRC01
210	1	Reception Area	SC170	CLSC1
210	1	Reception Area	TLTU1	TLTU1
210	2	Non-Invasive Cardiology Patient Area	CCD01	OPEC1
210	2	Non-Invasive Cardiology Patient Area	CCD06	EXRC1
210	2	Non-Invasive Cardiology Patient Area	CCD11	EXRC2
210	2	Non-Invasive Cardiology Patient Area	CCD21	OPPE1
210	2	Non-Invasive Cardiology Patient Area	CCD26	OPPE2
210	2	Non-Invasive Cardiology Patient Area	CCD31	OPTM1
210	2	Non-Invasive Cardiology Patient Area	CCD36	OPTM2
210	2	Non-Invasive Cardiology Patient Area	CCD56	OPHM1
210	2	Non-Invasive Cardiology Patient Area	CRT82	XVC01
210	2	Non-Invasive Cardiology Patient Area	SV422	OFDC2
210	2	Non-Invasive Cardiology Patient Area	TLTU1	TLTU1
210	3	Non-Invasive Cardiology Support Area	CCD56	OPHM1
210	3	Non-Invasive Cardiology Support Area	SB262	SRLW1
210	3	Non-Invasive Cardiology Support Area	SB737	UCCL1
210	3	Non-Invasive Cardiology Support Area	SB743	USCL1
210	3	Non-Invasive Cardiology Support Area	SC007	RCA01
210	3	Non-Invasive Cardiology Support Area	SRE01	SRE01
210	3	Non-Invasive Cardiology Support Area	SRSE1	SRSE1
210	3	Non-Invasive Cardiology Support Area	SV549	JANC1
210	7	Staff and Administrative Areas	OPT16	CRA02
210	7	Staff and Administrative Areas	SS205	OFA09
210	7	Staff and Administrative Areas	SS212	WRCH1
210	7	Staff and Administrative Areas	SS218	OFA07
210	7	Staff and Administrative Areas	SS222	SEC01
210	7	Staff and Administrative Areas	SS272	RPR01
210	7	Staff and Administrative Areas	SV648	SRS01
210	7	Staff and Administrative Areas	TLTU1	TLTU1
210	8	Education Area	RPT52	CLR01
210	8	Education Area	SS205	OFA09
210	8	Education Area	SS218	OFA07
212	1	Reception Area	RECP1	RECP1
212	1	Reception Area	SB003	WRC01
212	1	Reception Area	SC170	CLSC1
212	1	Reception Area	SC171	CLSC3
212	1	Reception Area	TLTF3	TLTF3
212	1	Reception Area	TLTU1	TLTU1
212	2	Pulmonary Medicine / Respiratory Care Patient Area	CPL01	OPPF1
212	2	Pulmonary Medicine / Respiratory Care Patient Area	CPL02	OPPF2
212	2	Pulmonary Medicine / Respiratory Care Patient Area	CPL03	OPPF5
212	2	Pulmonary Medicine / Respiratory Care Patient Area	RSH12	TLTS2
212	2	Pulmonary Medicine / Respiratory Care Patient Area	SV422	OFDC2
212	2	Pulmonary Medicine / Respiratory Care Patient Area	TLTU1	TLTU1
212	3	Bronchoscopy Patient Area	CPL11	TRPE2
212	3	Bronchoscopy Patient Area	SC902	CSSS1
212	3	Bronchoscopy Patient Area	TLTU1	TLTU1
212	4	Sleep Study Patient Area	CPL21	OPPF6
212	4	Sleep Study Patient Area	CPL22	OPPF7
212	4	Sleep Study Patient Area	CPL23	OPPF8
212	4	Sleep Study Patient Area	NCWD2	NCWD2
212	4	Sleep Study Patient Area	RSH12	TLTS2
212	4	Sleep Study Patient Area	SC471	LCCL1
212	4	Sleep Study Patient Area	TLTU1	TLTU1
212	5	Prep and Recovery Patient Area	CPL31	RRSS1
212	5	Prep and Recovery Patient Area	CPL32	RROP1
212	5	Prep and Recovery Patient Area	IMS44	NSTA3
212	5	Prep and Recovery Patient Area	MEDP1	MEDP1
212	5	Prep and Recovery Patient Area	SB262	SRLW1
212	5	Prep and Recovery Patient Area	SB737	UCCL1
212	5	Prep and Recovery Patient Area	SB743	USCL1
212	5	Prep and Recovery Patient Area	SC007	RCA01
212	5	Prep and Recovery Patient Area	SC471	LCCL1
212	5	Prep and Recovery Patient Area	SV381	NCWD4
212	5	Prep and Recovery Patient Area	SV549	JANC1
212	5	Prep and Recovery Patient Area	TLTU1	TLTU1
212	6	Support Area	CPL41	OPRT1
212	6	Support Area	SB262	SRLW1
212	6	Support Area	SB737	UCCL1
212	6	Support Area	SC007	RCA01
212	6	Support Area	SRE01	SRE01
212	6	Support Area	SRGC2	SRGC2
212	6	Support Area	SRVE1	SRVE1
212	6	Support Area	SV549	JANC1
212	7	Staff and Administrative Areas	SS205	OFA09
212	7	Staff and Administrative Areas	SS218	OFA07
212	7	Staff and Administrative Areas	SS222	SEC01
212	7	Staff and Administrative Areas	SS262	SL001
212	7	Staff and Administrative Areas	SS272	RPR01
212	7	Staff and Administrative Areas	SS282	LR001
212	7	Staff and Administrative Areas	TLTU1	TLTU1
212	8	Education Area	RPT52	CLR01
212	8	Education Area	SS205	OFA09
212	8	Education Area	SS218	OFA07
214	1	Medical Service Area	SS205	OFA09
214	1	Medical Service Area	SS218	OFA07
214	1	Medical Service Area	SV422	OFDC2
214	1	Medical Service Area	SV648	SRS01
214	1	Medical Service Area	TLTU1	TLTU1
214	2	Hospital Medicine Area	SS205	OFA09
214	2	Hospital Medicine Area	SS218	OFA07
214	2	Hospital Medicine Area	SV422	OFDC2
214	2	Hospital Medicine Area	SV648	SRS01
214	2	Hospital Medicine Area	TLTU1	TLTU1
214	3	Endocrinology Area	SS205	OFA09
214	3	Endocrinology Area	SS218	OFA07
214	3	Endocrinology Area	SV422	OFDC2
214	3	Endocrinology Area	SV648	SRS01
214	3	Endocrinology Area	TLTU1	TLTU1
214	4	Rheumatology Area	SS205	OFA09
214	4	Rheumatology Area	SS218	OFA07
214	4	Rheumatology Area	SV422	OFDC2
214	4	Rheumatology Area	SV648	SRS01
214	4	Rheumatology Area	TLTU1	TLTU1
214	5	Infectious Diseases Area	SS205	OFA09
214	5	Infectious Diseases Area	SS218	OFA07
214	5	Infectious Diseases Area	SV422	OFDC2
214	5	Infectious Diseases Area	SV648	SRS01
214	5	Infectious Diseases Area	TLTU1	TLTU1
214	6	Homeless / Compensated Work Therapy (CWT) Area	SS205	OFA09
214	6	Homeless / Compensated Work Therapy (CWT) Area	SS218	OFA07
214	6	Homeless / Compensated Work Therapy (CWT) Area	SV422	OFDC2
214	6	Homeless / Compensated Work Therapy (CWT) Area	SV648	SRS01
214	6	Homeless / Compensated Work Therapy (CWT) Area	TLTU1	TLTU1
214	7	Neurology Service Area	SS205	OFA09
214	7	Neurology Service Area	SS218	OFA07
214	7	Neurology Service Area	SV422	OFDC2
214	7	Neurology Service Area	SV648	SRS01
214	7	Neurology Service Area	TLTU1	TLTU1
214	8	Dermatology Service Area	SS205	OFA09
214	8	Dermatology Service Area	SS218	OFA07
214	8	Dermatology Service Area	SV422	OFDC2
214	8	Dermatology Service Area	SV648	SRS01
214	8	Dermatology Service Area	TLTU1	TLTU1
214	9	Geriatrics Home Based Primary Care (HBPC) Area	SS205	OFA09
214	9	Geriatrics Home Based Primary Care (HBPC) Area	SS218	OFA07
214	9	Geriatrics Home Based Primary Care (HBPC) Area	SV422	OFDC2
214	9	Geriatrics Home Based Primary Care (HBPC) Area	SV648	SRS01
214	9	Geriatrics Home Based Primary Care (HBPC) Area	TLTU1	TLTU1
214	10	Oncology Service Area	SS205	OFA09
214	10	Oncology Service Area	SS218	OFA07
214	10	Oncology Service Area	SV422	OFDC2
214	10	Oncology Service Area	SV648	SRS01
214	10	Oncology Service Area	TLTU1	TLTU1
214	11	Mental Health Telepsychiatry Area	SS205	OFA09
214	11	Mental Health Telepsychiatry Area	SS218	OFA07
214	11	Mental Health Telepsychiatry Area	SV422	OFDC2
214	11	Mental Health Telepsychiatry Area	SV648	SRS01
214	11	Mental Health Telepsychiatry Area	TLTU1	TLTU1
214	12	Mental Health Service Area	SS205	OFA09
214	12	Mental Health Service Area	SS218	OFA07
214	12	Mental Health Service Area	SV422	OFDC2
218	1	Staff and Administrative Area	SS203	OFA04
218	1	Staff and Administrative Area	SS218	OFA07
218	1	Staff and Administrative Area	SS222	SEC01
218	1	Staff and Administrative Area	SV648	SRS01
220	1	Lobby and Teller Area	SB117	LOB01
220	1	Lobby and Teller Area	SV131	BF001
220	1	Lobby and Teller Area	SV696	CASH1
220	2	Staff and Administrative Area	SS205	OFA09
220	2	Staff and Administrative Area	SS218	OFA07
220	2	Staff and Administrative Area	SS268	RPR03
220	3	Support Area	SRSE1	SRSE1
220	3	Support Area	SV141	SSV01
220	3	Support Area	TLTU1	TLTU1
222	1	Dental Treatment Rooms (DTRs) Calculation	SC148	CALC1
222	2	Reception Area	RECP1	RECP1
222	2	Reception Area	RECP4	RECP4
222	2	Reception Area	SB003	WRC01
222	2	Reception Area	SB262	SRLW1
222	2	Reception Area	SC172	CLSC2
222	2	Reception Area	SS091	PLAY1
222	2	Reception Area	TLTU1	TLTU1
222	3	Dental Treatment Patient Area	CDS03	DNXS1
222	3	Dental Treatment Patient Area	CDS05	DNXC1
222	3	Dental Treatment Patient Area	CDS06	DNXC2
222	3	Dental Treatment Patient Area	CDS11	DNTG1
222	3	Dental Treatment Patient Area	CDS13	DNTG5
222	3	Dental Treatment Patient Area	CDS15	DNTE1
222	3	Dental Treatment Patient Area	CRT82	XVC01
222	3	Dental Treatment Patient Area	DNSC3	DNSC3
222	3	Dental Treatment Patient Area	MEDP1	MEDP1
222	3	Dental Treatment Patient Area	OPT17	WRTM2
222	3	Dental Treatment Patient Area	SB002	WRC03
222	3	Dental Treatment Patient Area	SB737	UCCL1
222	3	Dental Treatment Patient Area	SC007	RCA01
222	3	Dental Treatment Patient Area	SRE01	SRE01
222	3	Dental Treatment Patient Area	SV422	OFDC2
222	3	Dental Treatment Patient Area	SV648	SRS01
222	3	Dental Treatment Patient Area	TLTU1	TLTU1
222	3	Dental Treatment Patient Area	WRTM1	WRTM1
222	4	Dental Surgery Suite Patient Area	CDS41	DNTR1
222	4	Dental Surgery Suite Patient Area	CDS47	DNTS1
222	4	Dental Surgery Suite Patient Area	LCSL2	LCSL2
222	4	Dental Surgery Suite Patient Area	SB002	WRC03
222	4	Dental Surgery Suite Patient Area	SB737	UCCL1
222	4	Dental Surgery Suite Patient Area	SB743	USCL1
222	4	Dental Surgery Suite Patient Area	SC007	RCA01
222	4	Dental Surgery Suite Patient Area	SC010	RCA04
222	4	Dental Surgery Suite Patient Area	SC199	ORSA1
222	4	Dental Surgery Suite Patient Area	SC471	LCCL1
222	4	Dental Surgery Suite Patient Area	SRE01	SRE01
222	4	Dental Surgery Suite Patient Area	SS212	WRCH1
222	4	Dental Surgery Suite Patient Area	TLTU1	TLTU1
222	5	Dental Laboratories Area	CDS51	DNPL1
222	5	Dental Laboratories Area	CDS61	DNPC1
222	5	Dental Laboratories Area	CDS63	DNPL5
222	5	Dental Laboratories Area	CDS65	DNPL6
222	5	Dental Laboratories Area	CDS67	DNPL7
222	5	Dental Laboratories Area	CDS69	DNPL8
222	5	Dental Laboratories Area	CDS71	DNPL9
222	5	Dental Laboratories Area	CDS73	DNSR2
222	5	Dental Laboratories Area	CDS92	DNMP1
222	5	Dental Laboratories Area	DNMS1	DNMS1
222	5	Dental Laboratories Area	SRSE1	SRSE1
222	5	Dental Laboratories Area	SSS01	SSS01
222	5	Dental Laboratories Area	SV648	SRS01
222	6	Support Area	CDS94	DNSR1
222	6	Support Area	CDS95	MECH1
222	6	Support Area	COMC1	COMC1
222	6	Support Area	SB262	SRLW1
222	6	Support Area	SB737	UCCL1
222	6	Support Area	SB743	USCL1
222	6	Support Area	SC007	RCA01
222	6	Support Area	SC013	RCA05
222	6	Support Area	SRGC2	SRGC2
222	6	Support Area	SS218	OFA07
222	6	Support Area	SV549	JANC1
222	7	Staff and Administrative Areas	SC195	FILE1
222	7	Staff and Administrative Areas	SC648	CRA01
222	7	Staff and Administrative Areas	SS205	OFA09
222	7	Staff and Administrative Areas	SS218	OFA07
222	7	Staff and Administrative Areas	SS241	LR002
222	7	Staff and Administrative Areas	SS262	SL001
222	7	Staff and Administrative Areas	SS272	RPR01
222	7	Staff and Administrative Areas	TLTS1	TLTS1
222	7	Staff and Administrative Areas	TLTU1	TLTU1
222	7	Staff and Administrative Areas	WRTM1	WRTM1
222	8	Education Area	SS205	OFA09
222	8	Education Area	SS218	OFA07
222	8	Education Area	WRTM1	WRTM1
224	1	Main Kitchen Staff and Administrative Area	COMC1	COMC1
224	1	Main Kitchen Staff and Administrative Area	SC648	CRA01
224	1	Main Kitchen Staff and Administrative Area	SS205	OFA09
224	1	Main Kitchen Staff and Administrative Area	SS218	OFA07
224	1	Main Kitchen Staff and Administrative Area	SS222	SEC01
224	1	Main Kitchen Staff and Administrative Area	SS262	SL001
224	1	Main Kitchen Staff and Administrative Area	SS282	LR001
224	1	Main Kitchen Staff and Administrative Area	SV422	OFDC2
224	1	Main Kitchen Staff and Administrative Area	TLTU1	TLTU1
224	2	Main Kitchen Receiving and Storage Area	RER01	RER01
224	2	Main Kitchen Receiving and Storage Area	SV635	MMRP1
224	2	Main Kitchen Receiving and Storage Area	SV648	SRS01
224	3	Main Kitchen Food Preparation Area	FSNP1	FSNP1
224	3	Main Kitchen Food Preparation Area	FSSC1	FSSC1
224	3	Main Kitchen Food Preparation Area	SV648	SRS01
224	3	Main Kitchen Food Preparation Area	SV653	FSTD1
224	4	Main Kitchen Patient Tray Service Area	FSCS1	FSCS1
224	4	Main Kitchen Patient Tray Service Area	SRR01	SRR01
224	4	Main Kitchen Patient Tray Service Area	SV653	FSTD1
224	5	Main Kitchen Sanitation Area	FSCS1	FSCS1
224	5	Main Kitchen Sanitation Area	SV657	FSDW1
224	5	Main Kitchen Sanitation Area	SV663	FSPW1
224	5	Main Kitchen Sanitation Area	UTR02	UTR02
224	6	Main Kitchen Support Area	CDS95	MECH1
224	6	Main Kitchen Support Area	SB287	SRHM1
224	6	Main Kitchen Support Area	SC474	UTC01
224	6	Main Kitchen Support Area	SV549	JANC1
226	1	Reception Area	RECP1	RECP1
226	1	Reception Area	RECP4	RECP4
226	1	Reception Area	SB003	WRC01
226	1	Reception Area	SC170	CLSC1
226	1	Reception Area	SC171	CLSC3
226	1	Reception Area	TLTF3	TLTF3
226	1	Reception Area	TLTU1	TLTU1
226	2	Patient Area	CEE01	OPEE1
226	2	Patient Area	CEE06	EXRE2
226	2	Patient Area	CPL23	OPPF8
226	2	Patient Area	TLTU1	TLTU1
226	3	Support Area	CRT82	XVC01
226	3	Support Area	LCCL3	LCCL3
226	3	Support Area	OPEE2	OPEE2
226	3	Support Area	SB262	SRLW1
226	3	Support Area	SB737	UCCL1
226	3	Support Area	SB743	USCL1
226	3	Support Area	SC007	RCA01
226	3	Support Area	SRE01	SRE01
226	3	Support Area	SV549	JANC1
226	4	Staff and Administrative Area	SS205	OFA09
226	4	Staff and Administrative Area	SS218	OFA07
226	4	Staff and Administrative Area	SS241	LR002
226	4	Staff and Administrative Area	SS262	SL001
226	4	Staff and Administrative Area	TLTU1	TLTU1
226	5	Conference / Classroom	RPT52	CLR01
230	1	Reception Area	RECP1	RECP1
230	1	Reception Area	SB003	WRC01
230	1	Reception Area	TLTU1	TLTU1
230	2	Administrative and Operations Area	OPT16	CRA02
230	2	Administrative and Operations Area	SS205	OFA09
230	2	Administrative and Operations Area	SS218	OFA07
230	2	Administrative and Operations Area	SS262	SL001
230	2	Administrative and Operations Area	SS282	LR001
230	2	Administrative and Operations Area	TLTU1	TLTU1
230	2	Administrative and Operations Area	XXYYC	XXYYC
230	2	Administrative and Operations Area	XXYYZ	XXYYZ
230	3	Engineering Control Center	XXYYC	XXYYC
230	4	Biomedical Engineering Repair Shop	SB318	BMRA1
230	4	Biomedical Engineering Repair Shop	SB321	BMER1
230	4	Biomedical Engineering Repair Shop	SRE01	SRE01
230	4	Biomedical Engineering Repair Shop	SS218	OFA07
230	5	Shop Area	PMCW1	PMCW1
230	5	Shop Area	SB287	SRHM1
230	5	Shop Area	SRE01	SRE01
230	5	Shop Area	SV549	JANC1
230	5	Shop Area	XXYYC	XXYYC
232	1	Reception Area	RECP1	RECP1
232	1	Reception Area	SB003	WRC01
232	1	Reception Area	TLTU1	TLTU1
232	2	Computer Area	FMAE1	FMAE1
232	2	Computer Area	FMPE1	FMPE1
232	2	Computer Area	ITAC1	ITAC1
232	2	Computer Area	ITAD1	ITAD1
232	2	Computer Area	ITAE1	ITAE1
232	2	Computer Area	ITBU1	ITBU1
232	2	Computer Area	ITNT1	ITNT1
232	2	Computer Area	ITPE1	ITPE1
232	2	Computer Area	TEDP1	TEDP1
232	2	Computer Area	TEIP1	TEIP1
232	3	Computer Support Area	ITBD1	ITBD1
232	3	Computer Support Area	ITRD1	ITRD1
232	3	Computer Support Area	ITWR1	ITWR1
232	3	Computer Support Area	SRE01	SRE01
232	4	Telecommunications Support Area	SC391	TETR1
232	4	Telecommunications Support Area	SC393	TEDR1
232	4	Telecommunications Support Area	SC675	TEEQ1
232	4	Telecommunications Support Area	SS262	SL001
232	4	Telecommunications Support Area	TEOR1	TEOR1
232	4	Telecommunications Support Area	TLTU1	TLTU1
232	5	Staff and Administrative Areas	CLR03	CLR03
232	5	Staff and Administrative Areas	SC648	CRA01
232	5	Staff and Administrative Areas	SS205	OFA09
232	5	Staff and Administrative Areas	SS212	WRCH1
232	5	Staff and Administrative Areas	SS218	OFA07
232	5	Staff and Administrative Areas	SS262	SL001
232	5	Staff and Administrative Areas	SS272	RPR01
232	5	Staff and Administrative Areas	SS282	LR001
232	5	Staff and Administrative Areas	SV549	JANC1
232	5	Staff and Administrative Areas	SV648	SRS01
232	5	Staff and Administrative Areas	TLTU1	TLTU1
233	1	Reception Area	RECP1	RECP1
233	1	Reception Area	SB003	WRC01
233	1	Reception Area	TLTU1	TLTU1
233	2	Patient Area	CEY91	EYFD1
233	2	Patient Area	CRT21	XDUS1
233	2	Patient Area	EYCL1	EYCL1
233	2	Patient Area	EYER1	EYER1
233	2	Patient Area	EYOT2	EYOT2
233	2	Patient Area	EYVF1	EYVF1
233	2	Patient Area	EYVS1	EYVS1
233	2	Patient Area	SB003	WRC01
233	2	Patient Area	TREY2	TREY2
233	3	Support Area	MEDP1	MEDP1
233	3	Support Area	SB262	SRLW1
233	3	Support Area	SB737	UCCL1
233	3	Support Area	SB743	USCL1
233	3	Support Area	SC007	RCA01
233	3	Support Area	SRE01	SRE01
233	3	Support Area	SV549	JANC1
233	3	Support Area	SV648	SRS01
233	4	Staff and Administrative Area	CRT82	XVC01
233	4	Staff and Administrative Area	RECP3	RECP3
233	4	Staff and Administrative Area	SC648	CRA01
233	4	Staff and Administrative Area	SRE01	SRE01
233	4	Staff and Administrative Area	SS203	OFA04
233	4	Staff and Administrative Area	SS205	OFA09
233	4	Staff and Administrative Area	SS212	WRCH1
233	4	Staff and Administrative Area	SS218	OFA07
233	4	Staff and Administrative Area	SS222	SEC01
233	4	Staff and Administrative Area	SS262	SL001
233	4	Staff and Administrative Area	SS282	LR001
233	4	Staff and Administrative Area	TLTU1	TLTU1
233	5	Education Area	OPT16	CRA02
233	5	Education Area	SS205	OFA09
234	1	Reception Area	SB003	WRC01
234	1	Reception Area	TLTU1	TLTU1
234	2	Staff and Administrative Area	RECP1	RECP1
234	2	Staff and Administrative Area	SS205	OFA09
234	2	Staff and Administrative Area	SS218	OFA07
234	2	Staff and Administrative Area	SV696	CASH1
234	2	Staff and Administrative Area	TLTU1	TLTU1
234	3	Support Area	SC195	FILE1
234	3	Support Area	SV648	SRS01
238	1	Reception Area	SB003	WRC01
238	2	Staff and Administrative Area	SC195	FILE1
238	2	Staff and Administrative Area	SC648	CRA01
238	2	Staff and Administrative Area	SS205	OFA09
238	2	Staff and Administrative Area	SS207	OFA11
238	2	Staff and Administrative Area	SS208	OFA12
238	2	Staff and Administrative Area	SS218	OFA07
238	2	Staff and Administrative Area	SS222	SEC01
238	2	Staff and Administrative Area	TLTU1	TLTU1
238	3	Support Area	SC164	IPK01
238	3	Support Area	SV549	JANC1
240	1	Patient Specimen Collection Area	CL101	LBBD1
240	1	Patient Specimen Collection Area	RECP1	RECP1
240	1	Patient Specimen Collection Area	SB003	WRC01
240	1	Patient Specimen Collection Area	TLTU1	TLTU1
240	2	Core Laboratory Work Area	CL823	LBBD2
240	2	Core Laboratory Work Area	XXYYC	XXYYC
240	3	Clinical Pathology Work Area	CL201	LMCH3
240	3	Clinical Pathology Work Area	CL211	LMCH4
240	3	Clinical Pathology Work Area	CL221	LBRI1
240	3	Clinical Pathology Work Area	CL226	LMU03
240	3	Clinical Pathology Work Area	CL241	LMHI3
240	3	Clinical Pathology Work Area	CL251	LMBB2
240	3	Clinical Pathology Work Area	CL261	LMBB3
240	3	Clinical Pathology Work Area	CL266	LMBB1
240	3	Clinical Pathology Work Area	CL276	LMM03
240	3	Clinical Pathology Work Area	CL281	LMM02
240	3	Clinical Pathology Work Area	CL861	LMHC1
240	3	Clinical Pathology Work Area	XXYYC	XXYYC
240	4	Molecular Testing Suite	CL301	LMML2
240	4	Molecular Testing Suite	CL306	LMML3
240	4	Molecular Testing Suite	CL311	LMML4
240	4	Molecular Testing Suite	XXYYC	XXYYC
240	5	Anatomical Pathology Work Area	CL401	LMHS2
240	5	Anatomical Pathology Work Area	CL421	LMCY3
240	5	Anatomical Pathology Work Area	CL861	LMHC1
240	5	Anatomical Pathology Work Area	SRL01	SRL01
240	5	Anatomical Pathology Work Area	XXYYC	XXYYC
240	6	Electron Microscopy Suite	CL501	LBEM2
240	6	Electron Microscopy Suite	CL521	LBEM3
240	6	Electron Microscopy Suite	XXYYC	XXYYC
240	7	Autopsy Suite	CL601	LBAR1
240	7	Autopsy Suite	CL621	LBMR1
240	7	Autopsy Suite	CL631	LBTS1
240	7	Autopsy Suite	SS241	LR002
240	7	Autopsy Suite	SV549	JANC1
240	7	Autopsy Suite	TLTS1	TLTS1
240	7	Autopsy Suite	XXYYC	XXYYC
240	8	Support Area	CSSS2	CSSS2
240	8	Support Area	SRGC2	SRGC2
240	8	Support Area	SRR01	SRR01
240	8	Support Area	SV549	JANC1
240	8	Support Area	SV648	SRS01
240	9	Staff and Administrative Area	SC648	CRA01
240	9	Staff and Administrative Area	SS205	OFA09
240	9	Staff and Administrative Area	SS218	OFA07
240	9	Staff and Administrative Area	SS222	SEC01
240	9	Staff and Administrative Area	SS262	SL001
240	9	Staff and Administrative Area	SS282	LR001
240	9	Staff and Administrative Area	TLTU1	TLTU1
240	9	Staff and Administrative Area	XXYYC	XXYYC
240	10	Education Area	CL811	LIBB1
240	10	Education Area	OPT16	CRA02
240	10	Education Area	SS218	OFA07
244	1	Lobby Area	RECP1	RECP1
244	1	Lobby Area	SB117	LOB01
244	1	Lobby Area	SB121	LOB03
244	1	Lobby Area	SB122	LOB04
244	1	Lobby Area	SB159	TLTF2
244	1	Lobby Area	SB262	SRLW1
244	1	Lobby Area	SS218	OFA07
244	1	Lobby Area	TLTM2	TLTM2
246	1	Office of the Chief	OPT16	CRA02
246	1	Office of the Chief	SS205	OFA09
246	1	Office of the Chief	SS218	OFA07
246	1	Office of the Chief	SS222	SEC01
246	1	Office of the Chief	SV648	SRS01
246	1	Office of the Chief	TLTU1	TLTU1
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	REC01	REC01
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SB003	WRC01
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SRPB2	SRPB2
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SS203	OFA04
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SS205	OFA09
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SS218	OFA07
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SS219	OFA03
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SV422	OFDC2
246	2	Health Benefits Section: Centralized Registration Unit (CRU)	SV648	SRS01
246	3	Health Benefits Section: Outpatient Registration	SS205	OFA09
246	4	Health Information Management Section (HIMS)	SC195	FILE1
246	4	Health Information Management Section (HIMS)	SRE01	SRE01
246	4	Health Information Management Section (HIMS)	SRSE1	SRSE1
246	4	Health Information Management Section (HIMS)	SS203	OFA04
246	4	Health Information Management Section (HIMS)	SS205	OFA09
246	4	Health Information Management Section (HIMS)	SS218	OFA07
246	4	Health Information Management Section (HIMS)	SS227	MRWK1
246	5	Ward Administration Section (WAS)	SS205	OFA09
246	5	Ward Administration Section (WAS)	SS218	OFA07
246	5	Ward Administration Section (WAS)	SV648	SRS01
246	6	Fee Services (FS) Section	RECP3	RECP3
246	6	Fee Services (FS) Section	SS205	OFA09
246	6	Fee Services (FS) Section	SS218	OFA07
246	6	Fee Services (FS) Section	SV648	SRS01
246	7	Office Operations Section	COMC1	COMC1
246	7	Office Operations Section	SB653	MRMB1
248	1	Reception and Administration Area	RECP1	RECP1
248	1	Reception and Administration Area	SC648	CRA01
248	1	Reception and Administration Area	SS205	OFA09
248	1	Reception and Administration Area	SS218	OFA07
248	2	Photography Service Production Area	SC602	MIPF1
248	2	Photography Service Production Area	SC652	MIDR1
248	2	Photography Service Production Area	SC653	MIST1
248	2	Photography Service Production Area	SC655	MICL1
248	2	Photography Service Production Area	TLTU1	TLTU1
248	3	Illustration Service Production Area	SC653	MIST1
248	4	Audiovisual Service Production Area	SC675	TEEQ1
248	4	Audiovisual Service Production Area	XXYYC	XXYYC
248	5	Central Copy Center Service Production Area	SRE01	SRE01
248	5	Central Copy Center Service Production Area	XXYYC	XXYYC
248	6	Support Area	SC648	CRA01
248	6	Support Area	SRE01	SRE01
248	7	MMVSS Reception and Administration Area	RECP3	RECP3
248	7	MMVSS Reception and Administration Area	SC648	CRA01
248	7	MMVSS Reception and Administration Area	SS205	OFA09
248	7	MMVSS Reception and Administration Area	SS218	OFA07
248	8	MMVSS Photography Production Area	SC652	MIDR1
248	8	MMVSS Photography Production Area	SC653	MIST1
248	8	MMVSS Photography Production Area	SC655	MICL1
248	8	MMVSS Photography Production Area	TLTU1	TLTU1
248	8	MMVSS Photography Production Area	XXYYC	XXYYC
248	9	MMVSS Illustration Service Production Area	SC653	MIST1
248	10	MMVSS Audiovisual Service Production Area	SC675	TEEQ1
248	10	MMVSS Audiovisual Service Production Area	XXYYC	XXYYC
248	11	MMVSS Central Copy Center Service / Production Area	SRE01	SRE01
248	11	MMVSS Central Copy Center Service / Production Area	XXYYC	XXYYC
248	12	MMVSS Support Area	SC648	CRA01
248	12	MMVSS Support Area	SRE01	SRE01
248	13	VAMC without Medical Media Service	SRE01	SRE01
248	13	VAMC without Medical Media Service	XXYYC	XXYYC
252	1	Reception Area	RECP1	RECP1
252	1	Reception Area	SB003	WRC01
252	1	Reception Area	SC170	CLSC1
252	1	Reception Area	TLTU1	TLTU1
252	2	Patient Area	CCD26	OPPE2
252	2	Patient Area	CL221	LBRI1
252	2	Patient Area	CMP01	CMP01
252	2	Patient Area	CRT02	XTLA1
252	2	Patient Area	CRT82	XVC01
252	2	Patient Area	EXRG1	EXRG1
252	2	Patient Area	NMCR1	NMCR1
252	2	Patient Area	NMGS1	NMGS1
252	2	Patient Area	NMIR1	NMIR1
252	2	Patient Area	NMRP1	NMRP1
252	2	Patient Area	NMSS1	NMSS1
252	2	Patient Area	NMUR1	NMUR1
252	2	Patient Area	ORPP1	ORPP1
252	2	Patient Area	SB003	WRC01
252	2	Patient Area	SB138	DR001
252	2	Patient Area	SC174	PAIA1
252	2	Patient Area	TLTU1	TLTU1
